,Name,Class,Perimeter,PerimeterHull,Area,Convex Area,Major axis length,Minor axis length,Equivalent diameter,Form factor,Length,Width,Convexity,Solidity,AspectRatio,Roundness,Compactness,edf0,edf1,edf2,edf3,edf4,edf5,edf6,edf7,edf8,edf9,edf10,edf11,edf12,edf13,edf14,edf15,edf16,edf17,edf18,edf19,edf20,edf21,edf22,edf23,edf24,edf25,edf26,edf27,edf28,edf29,edf30,edf31,edf32,edf33,edf34,edf35,edf36
384,Bilobate_Image_22317.jpg,Bilobate,791.2102448427661,740.3158005400378,20569.0,27306.0,350.9138565639933,96.34560464894068,161.83097415407707,0.4128946334144354,299.0,104.0,0.9356751955191855,0.7532776679118143,2.875,2.8912168450772793,0.5412407162343714,-0.32091127062099295,-0.006601545214460984,-0.019109445275803626,-0.06136174523566334,-0.018829946648160012,0.09185947776736203,-0.010336397879608359,0.005471006691031928,-0.18602607375261235,-0.0009561165358895515,-0.0019103223534207188,-0.003923515961657395,0.005227598983043036,0.022321317533686023,-0.0013643328591858555,0.008205915618474143,0.015872951910356804,-0.006935228946046913,0.008347490951001678,0.0047665923454680926,-0.010222343161872208,-0.009289785370883374,-0.006861007182656172,-0.0033144164925685083,-0.0033349742378329357,-0.0014089348227396986,0.001821205460891408,-0.006310365008464225,-0.0018202966694446997,0.0030329478196587977,-0.002830242792022478,-0.00034474383487413153,-0.010504885472550853,-0.006673399996035201,0.00487780289513271,-0.0009010497387435985,0.0004012190308764795
385,Bilobate_Image_532.jpg,Bilobate,795.4945160902281,710.7148622007609,16513.0,24635.0,349.17999337334965,86.39917879962023,145.0000158696948,0.3279151369950265,297.0,93.0,0.8934252189365801,0.6703064745281104,3.193548387096774,2.352463784363421,0.48821554164880404,-0.26811511870129134,0.015072230846527998,-0.004424365022274666,-0.00718198002767065,0.02548047160892519,0.06227684635041597,0.004015305518559535,-0.044138202102513256,-0.17031175929439077,0.016700340151687844,0.001285784514233256,-0.010591454058461831,-0.016807137655103044,-0.001756188421420948,0.004080978939707571,0.014491526925378154,0.012194209946844854,0.018995678177897636,0.002007604030844449,0.002004827349838202,0.0066487565338225465,-0.02146590804353116,0.012711239487516464,0.0032737096156004683,0.008195703837815357,0.012646598028876788,0.008310999028193615,0.00018876436856467518,0.006038786493533621,-0.01343460602677259,0.006270641377429987,-0.004806893026894719,-0.001880756083395621,0.01109416086391302,0.005929344815848466,-0.004157471070811775,0.00016010071020611567
386,Bilobate_Image_781.jpg,Bilobate,512.1736649163068,449.20310216782974,9316.0,12221.0,165.40888119547162,86.47334346142623,108.91051188362296,0.4462773605274573,162.0,89.0,0.8770523221673903,0.7622944112593077,1.8202247191011236,4.4607646945347526,0.6722871103927344,-0.5708482643076538,0.03801820187671918,-0.026194820318755835,-0.06576716181391472,0.018098536723693822,0.0018262334898002778,0.033599613840223023,-0.07627610505760878,-0.17165539745035524,0.03515779677049551,0.005204207424662911,0.003874644090270983,-0.025493224253341197,-0.044594045347404465,0.04257191883625294,0.0382096272913805,0.055632365840287135,0.011371893750943654,-0.012189143739644791,-0.0028826719618810057,0.0018882472829122854,-0.029114307703891337,0.04790501948694048,-0.007284535907338706,0.007232839884585433,-0.00538477881572426,-0.003929896282829837,0.0024316771033181203,-0.006894471596414839,-0.005369957814859121,0.019946953494774777,-0.010448589215954911,0.002845581863759338,-0.003071115922967354,-0.0016912271364411336,0.0010984098805922515,0.011797989701247317
387,Bilobate_Image_16004.jpg,Bilobate,581.4701294725886,528.9777054234136,15552.0,18240.0,214.57206569223104,103.94621011571687,140.71752342804095,0.5780179060366961,192.0,107.0,0.9097246420950509,0.8526315789473684,1.794392523364486,5.301437602932776,0.7329037678543799,-0.5719325652428933,-0.009602540483845168,0.017713013107141736,0.05688920236773947,-0.018259557850039822,0.07644883235494727,0.003976888052310395,-0.02962028966380397,-0.20111090815507035,0.0015661426577853813,-0.00046885029197042276,-0.009840840207132048,0.004265214019257351,-0.010532931016285368,0.005356701374261709,0.02184147335734402,0.05033222049981502,-0.00465986302725623,-0.003802714529128418,-0.00874656674072637,-0.0022339508348582933,-0.009533090078788477,0.004298738748416233,-0.008801924444646511,-0.017686507826540097,0.0012983945228623828,-0.001831749385645463,0.00870589155847496,-0.0009092539687216519,-7.148830390098142e-06,-0.0010634543650890026,0.00454066566436249,0.008527461750864267,-0.0015745613320492407,0.00284477078370975,-0.0034497893425023815,-0.001238588600036189
388,Bilobate_Image_826.jpg,Bilobate,544.2569260369921,493.2274887854693,12904.0,15561.0,183.31501186251543,104.54231834905201,128.1791054940802,0.5474270955515892,168.0,108.0,0.9062401692834783,0.829252618726303,1.5555555555555556,5.745338945850722,0.7629708660361917,-0.6443932990172044,-0.0032063892079511685,0.04121926368662597,0.0781617785274734,0.03554722172985689,0.05608127804319882,-0.01043078659359839,0.022839430609545394,-0.23388843623546962,-0.016143027259887047,-0.011782350925832305,-0.00817888830120125,-0.027773610958952005,-0.028443534725617444,-0.0018922690915659564,-0.013432967018376,0.06824822149432183,-0.00252572167212349,-0.022779183580239188,0.0019153900562733132,0.011371689966575099,-0.02399231254982738,-0.009366423625386167,0.004119033202377333,-0.016141212539475105,-0.01168998371852579,-0.00793497837803554,0.0004907311919004056,-0.00024002969810447432,0.0047435467041600865,0.004923369136635177,-0.003424239809804813,0.006483683009782708,0.0015963353648106309,-0.002909959337795308,-0.005671791718288532,-0.0014637384483992112
389,Bilobate_Image_15567.jpg,Bilobate,720.5239533417509,669.8305191657993,19549.0,25117.0,292.38638123654215,107.03147894968937,157.7674233168169,0.4731921858276773,245.0,117.0,0.9296436517608634,0.7783174742206473,2.094017094017094,4.092627724116743,0.6439486665992527,-0.42164765881999794,-0.005788694951207495,0.00021492271019254958,-0.011899347968329872,-0.056182674159736115,0.08391679808834182,-0.005970404500696494,0.00834270267815226,-0.21973703787328716,-0.005666350671403571,-0.0012847393082935335,-0.0028867428119373367,0.036958671300683824,-0.003056661928820856,0.006229232212886712,0.0024875419943542446,0.025463182725129423,-0.010156591514413536,-0.00405716659026344,0.005090684857322048,-0.01379850127922536,-0.013171414322563017,-0.0006651799170073096,-0.003996286150822014,-0.0072813545076834945,0.0051962874308565,-0.0016610937252657136,0.005620543497446453,0.004983001130179645,-0.006171182868302789,0.001513932174602096,0.0035450161814056212,0.0027336244862765204,-0.004354417737200239,-0.003297644661327327,-0.00410662386054515,-0.0007372213959349579
390,Bilobate_Image_527.jpg,Bilobate,729.4062043356595,662.0874452027914,14458.0,18366.0,327.7760480253409,67.84343641776825,135.67791764978185,0.34149093386275864,280.0,71.0,0.9077074492474577,0.7872155069149516,3.943661971830986,2.317405438040879,0.48456399160636376,-0.25046600571621525,0.01765177267560002,-0.012686583606073432,-0.03025537284399135,-0.01338263429434202,0.07425275350910701,0.0032008956693655582,-0.002099732213045872,-0.12372767066858327,0.014591646359393263,-0.0007843777304737036,-0.0060328470894660145,-0.009733131942466318,-0.0013697219351943282,0.004580263772761997,0.00141004612881772,0.008397196578961002,0.006859386942674233,-0.005389410745219465,-0.004782447432226823,-0.001213628410556595,-0.01857245528953303,0.0036743588705759056,-0.0013960962706176792,-0.006759854664310733,0.0063986772915582656,-0.0035558427316370565,0.008541166309983722,-0.009234077936773907,-0.01347769878121285,0.005267381257049221,-0.0026400099022373513,0.004291293739165674,0.003542049973941541,-0.004660935179935046,-0.003159680016675743,-0.0009444224181729469
391,Bilobate_Image_730.jpg,Bilobate,423.9482681718907,399.4213562373095,8841.0,10265.0,152.11516861771227,81.93893417671214,106.0976475469818,0.6181381151821375,141.0,85.0,0.9421464509329316,0.8612761811982464,1.6588235294117648,5.588214003397689,0.7524655854395873,-0.6278623842082139,0.0029999595508042433,0.014320904931912043,0.04223646323242584,-0.025522121277030067,0.054335478510758164,-0.011138201889835468,0.041128806066316956,-0.18446854856754524,0.008143419501332558,-0.004495692288741681,-0.015876404257518333,0.0398871486131425,-0.012302527535625048,-0.016179912208134223,-0.01834357379565537,0.04365924383566617,0.008182119902157841,-0.003149283201666821,0.004751734584776737,-0.018404802206063584,-0.010571190465399912,-0.0030259501813703223,0.00022896324352908142,-0.004863291188752462,0.012321093031835931,0.010986327422913625,-0.00973320560372331,6.547316035497511e-05,0.007716270485002637,-0.0025379236727300176,-0.0037728769825682027,0.00025435458378141225,0.000829766620165464,-0.0017364078861743474,0.004466440057561687,0.004633293961416131
392,Bilobate_Image_19764.jpg,Bilobate,554.842712474619,507.6955262170047,12484.0,16015.0,209.93573846225624,93.20823657635644,126.07586000687749,0.5095934668760169,184.0,98.0,0.9150260331485006,0.7795192007492975,1.8775510204081634,4.633700695583055,0.6851948913417255,-0.5107896728398391,0.009386722256246424,0.0009360492287989584,0.002403484712316602,0.038697721668572514,0.046447953218390334,-0.018559351784664852,0.006524167554810901,-0.23338994826190332,0.014293758465270236,0.0062018696227717175,0.0030906924979009704,-0.04190470915406619,-0.016983304545650238,-0.004888171262939605,0.0007368751952745689,0.03585640304669493,0.011024913444886328,0.0035848793238527597,0.00040155697816967705,0.02049762729067692,-0.021268706240103005,-0.008213222475533261,-0.007924374634528998,0.00028218914828121605,-0.005872498198744423,-0.0003234814574354643,0.003022680017109159,-0.003227323751913836,-0.0066336132161438285,-0.0007032634863068792,0.003642824279633202,0.002613413689046909,0.0034495944620019357,-0.001490308479915448,-0.0029866488953705504,-0.0023375215296764034
393,Bilobate_Image_22694.jpg,Bilobate,584.6000717874997,548.6417023478423,13963.0,17449.0,229.07220411787475,93.70899788471122,133.33508076697998,0.5134177431575041,200.0,97.0,0.9384906516865291,0.8002177775230672,2.0618556701030926,4.386605822207428,0.6666754038348999,-0.4782786828799182,-0.003223494743526755,-0.005825366913242883,-0.003945516008249907,-0.015733422638944373,0.06942090500289329,0.0020157657353457423,-0.03762811233363902,-0.21996380132603352,0.00775335359021276,-0.0061188086759517675,0.00775697100967279,0.009833137278583846,-0.010888326767664278,0.006041892446146544,0.009696040374280396,0.0360418809791581,-0.0015044865050169098,-0.0031776981881888847,-0.002266124450421475,-0.0028025301145481,-0.026463506119280285,0.00846875449209067,0.00014716876048010457,-0.006511239706053692,0.006383911338745397,-0.002555595842145422,-0.0007712795958874428,-0.002963340184626874,-0.004510460643727453,0.0003521534045722281,0.0009404190061802248,0.0023983266049083054,0.00017355964350613967,-0.002944064670982426,0.00016027887429771176,0.005645927815718959
